Frame No,Object Name and Class,Object Count
227,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
228,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
229,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
230,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
231,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
232,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
233,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
234,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
235,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
236,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
237,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
238,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
239,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
240,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
241,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
242,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
243,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
244,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
245,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
246,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
247,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
248,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
249,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
250,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
251,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
252,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
253,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
254,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
255,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
256,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
257,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
258,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
259,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
260,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
261,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
262,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
263,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
264,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
265,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
266,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
267,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
268,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
269,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
270,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
271,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
272,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
273,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
274,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
275,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
276,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
277,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
278,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),22
279,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
280,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
281,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
282,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
283,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
284,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
285,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
286,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
287,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),26
288,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),24
289,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),23
290,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),21
291,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
292,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
293,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),20
294,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
295,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
296,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
297,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
298,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),19
299,0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0); 0 (0),18
